rowID;studyID;armID;study_name;manga;study_year;pub_year;drug_name;Ntotal;Published;age_mean;age_sd;_Female;Dosing_schedule;Dose_range;Sponsoredbythisdrugcompanyo;Investigational_Comparator;ascale;baseline_mean;V;mean_efficacy;Imputation;Responders;IMPUTEDresp;Unpublished;Recruitment;type;Patient_status;Placebo_run_in;weeks;Rescue_med;Sequence_generation;Allocation_concealment;Blinding_participant;Blinding_therapist;Blinding_assessor;AP;Selective_reporting_bias;dropoutSTUDY;dropoutARM;dropoutDIFF;OverallRoB;PLAresp;Narms;PLAprop;Overall_arm_RoB
mi54;267;2;Behnke2003 (E-1690, Kjernisted2002);1;2003;2003;Sertraline;170;R can come both from pub and unpub data and match;41;12;;Flexible;Licensed;No;Comparator;HAMD17;;8;;Others;114;0;Yes;;Multi-center;Other/Unclear/Not stated;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,210982659;0,188235294;0,022747365;Moderate risk;;2;0;Moderate risk
mi55;268;1;Wade2003 (E-1721);1;2003;2003;Mirtazapine;99;No pub data and R from unpub data;40;14,3;;Flexible;Licensed;Yes;Investigational;HAMD17;23,8;8;;OC;35;1;Yes;Europe;Multi-center;Outpatients only;No;12;No;Unclear risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;0,404040404;0,003025176;Low risk;;2;0;Moderate risk
mi56;268;2;Wade2003 (E-1721);1;2003;2003;Paroxetine;98;No pub data and R from unpub data;40;11,7;;Flexible;Licensed;No;Comparator;HAMD17;24,4;8;;OC;40;1;Yes;Europe;Multi-center;Outpatients only;No;12;No;Unclear risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;0,401015228;0,397959184;0,003056045;Low risk;;2;0;Low risk
mi58;269;2;Winokur2003;1;2003;2003;Fluoxetine;12;R imputed from pub data and no or inadequate unpub data;43,5;;;Flexible;Licensed;No;Comparator;HAMD21;26,7;8;12,2;Others;6;1;No;North America;Unclear;Other/Unclear/Not stated;No;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,05;0,083333333;0,033333333;Low risk;;2;0;Low risk
mi57;269;1;Winokur2003;1;2003;2003;Mirtazapine;8;R imputed from pub data and no or inadequate unpub data;40,9;;;Flexible;Licensed;Yes;Investigational;HAMD21;25,6;8;7,1;Others;8;1;No;North America;Unclear;Other/Unclear/Not stated;No;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0;0,05;Low risk;;2;0;Moderate risk
mi60;270;2;Amini2005;1;2005;2005;Fluoxetine;18;R from pub data and no or inadequate unpub data;37,7;11,3;;Fixed;Licensed;No;Unclear;HAMD17;24,8;6;;LOCF;8;0;No;Asia;Single center;Both;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,138888889;0,166666667;0,027777778;Low risk;;2;0;Low risk
mi59;270;1;Amini2005;1;2005;2005;Mirtazapine;18;R from pub data and no or inadequate unpub data;35;10,6;;Fixed;Licensed;No;Unclear;HAMD17;25,8;6;;LOCF;12;0;No;Asia;Single center;Both;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,111111111;0,027777778;Low risk;;2;0;Low risk
mi62;271;2;Versiani2005;1;2005;2005;Fluoxetine;149;R from pub data and no or inadequate unpub data;47;;;Flexible;Licensed;No;Comparator;HAMD17;28;8;12,7;LOCF;104;0;No;;Multi-center;Other/Unclear/Not stated;Yes;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,108843537;0,120805369;0,011961832;Low risk;;2;0;Low risk
mi61;271;1;Versiani2005;1;2005;2005;Mirtazapine;145;R from pub data and no or inadequate unpub data;43;;;Flexible;Licensed;Yes;Investigational;HAMD17;29;8;12,7;LOCF;106;0;No;;Multi-center;Other/Unclear/Not stated;Yes;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,096551724;0,012291813;Low risk;;2;0;Moderate risk
mi63;272;1;Szegedi2006;1;2006;2006;Mirtazapine;130;R from pub data and no or inadequate unpub data;;;;Fixed;Licensed;Yes;investigational;HAMD17;24,6;6;-11,6;LOCF;72;0;No;Europe;Multi-center;Outpatients only;No;6;Unclear;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,3;0,033333333;Low risk;;2;0;Moderate risk
mi64;272;2;Szegedi2006;1;2006;2006;Venlafaxine;128;R from pub data and no or inadequate unpub data;;;;Fixed;Licensed;No;Comparator;HAMD17;24,9;6;-12,3;LOCF;62;0;No;Europe;Multi-center;Outpatients only;No;6;Unclear;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,333333333;0,3671875;0,033854167;Low risk;;2;0;Low risk
mi82;277;2;Murasaki2010a (iQWIG22532, Schoemaker2002);1;2000;2002;Fluvoxamine;105;R can come both from pub and unpub data and match;39,4;12,7;0,638;Flexible;Licensed;No;Comparator;HAMD17;25,1;6;10;LOCF;70;0;Yes;Europe;Multi-center;Outpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,196172249;0,180952381;0,015219868;Low risk;;2;0;Low risk
mi81;277;1;Murasaki2010a (iQWIG22532, Schoemaker2002);1;2000;2002;Mirtazapine;104;R can come both from pub and unpub data and match;42;12,1;0,68;Flexible;Licensed;Yes;Investigational;HAMD17;25,1;6;10,7;LOCF;61;0;Yes;Europe;Multi-center;Outpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,211538462;0,015366213;Low risk;;2;0;Moderate risk
mi84;278;2;Murasaki2010b (iQWIG9902, Schoemaker2002);1;2002;2002;Fluvoxamine;102;R can come both from pub and unpub data but do not match;42,2;12,9;0,392;Flexible;Licensed;No;Comparator;HAMD17;22,5;6;10,5;LOCF;57;0;Yes;Asia;Multi-center;Outpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,226600985;0,215686275;0,010914711;Low risk;;2;0;Low risk
mi83;278;1;Murasaki2010b (iQWIG9902, Schoemaker2002);1;2002;2002;Mirtazapine;101;R can come both from pub and unpub data but do not match;40,7;11,8;0,495;Flexible;Licensed;Yes;Investigational;HAMD17;22,9;6;8,9;LOCF;71;0;Yes;Asia;Multi-center;Outpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,237623762;0,011022777;Low risk;;2;0;Moderate risk
mi85;279;1;Benkert2006(C-1763);1;2003;2006;Mirtazapine;140;No pub data and R from unpub data;46,4;11,1;0,562;Fixed;Licensed;Yes;Investigational;HAMD17;24,6;6;-12,6;LOCF;70;0;Yes;Europe;Multi-center;Outpatients only;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,278571429;0,034155844;Low risk;;2;0;Moderate risk
mi86;279;2;Benkert2006(C-1763);1;2003;2006;Venlafaxine;135;No pub data and R from unpub data;45,1;12,7;0,586;Fixed;Licensed;No;Comparator;HAMD17;24,9;6;-11,7;LOCF;56;0;Yes;Europe;Multi-center;Outpatients only;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,312727273;0,348148148;0,035420875;Low risk;;2;0;Low risk
mi87;280;1;E-1569;0;1996;;Mirtazapine;73;No pub data and R from unpub data;46,5;12,5;0,681;Flexible;Licensed;Yes;Investigational;HAMD17;24,6;6;-12,2;LOCF;40;0;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,123287671;0,015179563;Low risk;;2;0;Moderate risk
mi88;280;2;E-1569;0;1996;;Paroxetine;75;No pub data and R from unpub data;43;12,5;0,694;Flexible;Licensed;No;Comparator;HAMD17;25,7;6;-15;LOCF;48;0;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,108108108;0,093333333;0,014774775;Low risk;;2;0;Low risk
mi89;281;1;Debonnel2000 (Blier2009, iQWIG E-1639);0;2000;2009;Mirtazapine;21;Inadequate pub data and R from unpub data;45,9;9,1;0,286;Flexible;Licensed;Yes;Investigational;HAMD17;24;6;15,9;LOCF;4;0;Yes;North America;Single center;Other/Unclear/Not stated;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0;0,071428571;Moderate risk;;3;0;High risk
mi90;281;2;Debonnel2000 (Blier2009, iQWIG E-1639);0;2000;2009;Paroxetine;21;Inadequate pub data and R from unpub data;39,7;11,8;0,476;Flexible;Licensed;No;Comparator;HAMD17;24,2;6;12,8;LOCF;9;0;Yes;North America;Single center;Other/Unclear/Not stated;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,071428571;0,142857143;0,071428571;Moderate risk;;3;0;Moderate risk
n04;284;2;Armitage1997;0;1997;1997;Fluoxetine;21;R imputed from pub data and no or inadequate unpub data;37,2;10,5;0,76;Flexible;Licensed;No;Comparator;HAMD17;23,6;8;-12,1;LOCF;11;1;No;North America;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,23255814;0,238095238;0,005537099;Moderate risk;;2;0;Moderate risk
n03;284;1;Armitage1997;0;1997;1997;Nefazodone;22;R imputed from pub data and no or inadequate unpub data;37,1;8,4;0,5;Flexible;Licensed;Yes;Investigational;HAMD17;23,5;8;-12;LOCF;11;1;No;North America;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,227272727;0,005285412;Moderate risk;;2;0;Moderate risk
n05;285;1;Baldwin1996;0;1996;1996;Nefazodone;105;R from pub data and no or inadequate unpub data;38,3;;0,6;Flexible;Licensed;Yes;Investigational;HAMD17;24,6;8;-9,7;LOCF;58;0;No;Europe;Multi-center;Outpatients only;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,266666667;0,005177994;Moderate risk;;2;0;Moderate risk
n06;285;2;Baldwin1996;0;1996;1996;Paroxetine;101;R from pub data and no or inadequate unpub data;37,9;;0,5;Flexible;Licensed;No;Comparator;HAMD17;24,8;8;-10,5;LOCF;58;0;No;Europe;Multi-center;Outpatients only;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,27184466;0,277227723;0,005383063;Moderate risk;;2;0;Moderate risk
n08;286;2;Berlanga1997;0;1997;1997;Fluoxetine;37;R from pub data and no or inadequate unpub data;39,9;13,38207757;0,76;Flexible;Licensed;No;Comparator;HAMD17;23,7;8;-12,4;LOCF;18;0;No;South America;Multi-center;Outpatients only;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,135135135;0,054054054;0,081081081;Moderate risk;;2;0;Moderate risk
n07;286;1;Berlanga1997;0;1997;1997;Nefazodone;37;R from pub data and no or inadequate unpub data;41,5;12,77380131;0,78;Flexible;Licensed;Yes;Investigational;HAMD17;25,1;8;-12,3;LOCF;17;0;No;South America;Multi-center;Outpatients only;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,216216216;0,081081081;Moderate risk;;2;0;High risk
n16;289;1;Feiger1996;0;1996;1996;Nefazodone;78;R from pub data and no or inadequate unpub data;44,5;11,48128913;0,55;Flexible;Licensed;Yes;Investigational;HAMD17;23,3;6;11,7;LOCF;42;0;No;North America;Multi-center;Outpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,243589744;0,000160256;Moderate risk;;2;0;Moderate risk
n17;289;2;Feiger1996;0;1996;1996;Sertraline;82;R from pub data and no or inadequate unpub data;43,1;9,960923652;0,48;Flexible;Licensed;No;Comparator;HAMD17;23,3;6;11,7;LOCF;41;0;No;North America;Multi-center;Outpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,24375;0,243902439;0,000152439;Moderate risk;;2;0;Moderate risk
n24;292;2;Gillin1997;0;1997;1997;Fluoxetine;20;R imputed from pub data and no or inadequate unpub data;36,7;8,497058314;0,7;Flexible;Licensed;No;Comparator;HAMD17;23,2;8;-10,3;LOCF;8;1;No;North America;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,181818182;0,15;0,031818182;Low risk;;2;0;Low risk
n23;292;1;Gillin1997;0;1997;1997;Nefazodone;24;R imputed from pub data and no or inadequate unpub data;35,3;8,818163074;0,67;Flexible;Licensed;Yes;Investigational;HAMD17;22,9;8;-11,5;LOCF;12;1;No;North America;Multi-center;Outpatients only;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,208333333;0,026515152;Low risk;;2;0;Moderate risk
n25;293;1;Hicks2002;0;2002;2002;Nefazodone;20;R from pub data and no or inadequate unpub data;42,8;11,9;0,4;Flexible;Licensed;Yes;Investigational;HAMDunspecified;21,6;8;11,3;LOCF;11;0;No;Europe;Single center;Outpatients only;Unclear;24;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,25;0,05;Low risk;;2;0;Moderate risk
n26;293;2;Hicks2002;0;2002;2002;Paroxetine;20;R from pub data and no or inadequate unpub data;43;10,1;0,45;Flexible;Licensed;No;Comparator;HAMDunspecified;22,3;8;8,9;LOCF;16;0;No;Europe;Single center;Outpatients only;Unclear;24;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,2;0,15;0,05;Low risk;;2;0;Low risk
p004;305;2;PAR 29060.318 (HP/82/64A);0;1983;;Amitriptyline;12;Inadequate pub data and R from unpub data;50,1;8,2;1;Fixed;Licensed;No;Comparator;;;;;Others;3;0;Yes;Europe;Single center;Inpatients only;Yes;7;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,142857143;0,166666667;0,023809524;Low risk;;2;0;Low risk
p003;305;1;PAR 29060.318 (HP/82/64A);0;1983;;Paroxetine;9;Inadequate pub data and R from unpub data;47,3;10,1;1;Fixed;Licensed;Yes;Investigational;;;;;Others;4;0;Yes;Europe;Single center;Inpatients only;Yes;7;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,111111111;0,031746032;Low risk;;2;0;Moderate risk
p008;307;2;PAR 29060.310 (HP 81/85A);0;1984;;Amitriptyline;13;Inadequate pub data and R from unpub data;43,7;10,2;0,5;Fixed;Licensed;No;Comparator;;;;;Others;5;0;Yes;Europe;Single center;Other/Unclear/Not stated;Yes;7;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,391304348;0,384615385;0,006688963;Moderate risk;;2;0;Moderate risk
p007;307;1;PAR 29060.310 (HP 81/85A);0;1984;;Paroxetine;10;Inadequate pub data and R from unpub data;39,1;11,9;0,666666667;Fixed;Licensed;Yes;Investigational;;;;;Others;2;0;Yes;Europe;Single center;Other/Unclear/Not stated;Yes;7;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,4;0,008695652;Moderate risk;;2;0;Moderate risk
p016;311;2;PAR 29060/281 ;0;1985;;Amitriptyline;80;No pub data and R from unpub data;38,1;13,1;0,747;Flexible;Licensed;No;Comparator;HAMD21;26,6;6;12,4;Others/Unclear;43;1;Yes;Europe;Single center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,382716049;0,325;0,057716049;Moderate risk;;2;0;Moderate risk
p015;311;1;PAR 29060/281 ;0;1985;;Paroxetine;82;No pub data and R from unpub data;39,5;13,1;0,776;Fixed;Licensed;Yes;Investigational;HAMD21;27,8;6;16,1;Others/Unclear;30;1;Yes;Europe;Single center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,43902439;0,056308341;Moderate risk;;2;0;High risk
p018;312;2;PAR MDUK 032;0;1986;;Amitriptyline;30;No pub data and R from unpub data;46,2;11,8;;Flexible;Licensed;No;Comparator;HAMD17;23,2;8;12,2;Others;14;1;Yes;;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Low risk of bias;0,338983051;0,333333333;0,005649718;Moderate risk;;2;0;Moderate risk
p017;312;1;PAR MDUK 032;0;1986;;Paroxetine;29;No pub data and R from unpub data;42,6;11,7;;Flexible;Licensed;Yes;Investigational;HAMD17;24;8;12;Others;15;1;Yes;;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Low risk of bias;;0,344827586;0,005844535;Moderate risk;;2;0;Moderate risk
p043;324;2;Kuhs1989 (MDUK_29060_III_85_043);0;1987;1989;Amitriptyline;12;R can come both from pub and unpub data but do not match;39,1;11,5;1;Fixed;Licensed;No;Comparator;HAMD21;25;6;14,9;Others;4;1;Yes;Europe;Single center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
p042;324;1;Kuhs1989 (MDUK_29060_III_85_043);0;1987;1989;Paroxetine;12;R can come both from pub and unpub data but do not match;39,2;11,8;0,9;Fixed;Licensed;Yes;Investigational;HAMD21;24,6;6;8,8;Others;7;1;Yes;Europe;Single center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
p046;326;1;Guillibert1989 (PAR 290 MDF 29060 1727 M);0;1988;1989;Clomipramine;39;R can come both from pub and unpub data but do not match;68,1;6,1;;Fixed;Licensed;No;Comparator;HAMD21;27,5;6;-16,6;Others;28;0;Yes;Europe;Multi-center;Other/Unclear/Not stated;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,307692308;0,041869523;Moderate risk;;2;0;Moderate risk
p047;326;2;Guillibert1989 (PAR 290 MDF 29060 1727 M);0;1988;1989;Paroxetine;40;R can come both from pub and unpub data but do not match;69,3;5,3;;Fixed;Licensed;Yes;Investigational;HAMD21;27,9;6;-14,9;Others;26;0;Yes;Europe;Multi-center;Other/Unclear/Not stated;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,265822785;0,225;0,040822785;Moderate risk;;2;0;Moderate risk
p048;327;1;Pelicier1993 (PAR MDED/29060/III/86/1728M291);0;1988;1993;Clomipramine;42;R can come both from pub and unpub data and match;70,2;8,9;;Fixed;Licensed;No;Comparator;MADRS;30;5;16,2;Others;25;0;Yes;Europe;Multi-center;Outpatients only;Unclear;5;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;;;Moderate risk;;;0;Moderate risk
p049;327;2;Pelicier1993 (PAR MDED/29060/III/86/1728M291);0;1988;1993;Paroxetine;41;R can come both from pub and unpub data and match;71,1;8;;Fixed;Licensed;Yes;Investigational;MADRS;29,5;5;13,9;Others;29;0;Yes;Europe;Multi-center;Outpatients only;Unclear;5;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;;;Moderate risk;;;0;Moderate risk
p053;329;2;MDF/29060/III/070/88/MC;0;1989;;Clomipramine;30;No pub data and R from unpub data;73;;;Flexible;Licensed;No;Comparator;MADRS;29;5;-15;Others;12;0;Yes;Europe;Multi-center;Outpatients only;Yes;5;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;;;Moderate risk;;;0;Moderate risk
p052;329;1;MDF/29060/III/070/88/MC;0;1989;;Paroxetine;32;No pub data and R from unpub data;73;;;Flexible;Licensed;Yes;Investigational;MADRS;30,88;5;-20;Others;22;0;Yes;Europe;Multi-center;Outpatients only;Yes;5;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;;;Moderate risk;;;0;Moderate risk
p055;330;2;Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991);0;1989;1991;Clomipramine;47;R can come both from pub and unpub data but do not match;70,8;6,5;0,913;Other/Unclear;Licensed;No;Comparator;HAMD21;27,6;6;-15,7;Others;23;0;Yes;Europe;Multi-center;Inpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,27173913;0,319148936;0,047409806;Moderate risk;;2;0;Moderate risk
p054;330;1;Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991);0;1989;1991;Paroxetine;45;R can come both from pub and unpub data but do not match;71,8;7,4;0,867;Other/Unclear;Licensed;Yes;Investigational;HAMD21;27;6;-15,5;Others;27;0;Yes;Europe;Multi-center;Inpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,222222222;0,049516908;Moderate risk;;2;0;Moderate risk
p057;331;2;Geretsegger1995 (MY-060/BRL-029060/1);0;1990;1995;Amitriptyline;47;R can come both from pub and unpub data but do not match;71,3;;;Flexible;Licensed;No;Comparator;HAMD21;28,3;6;13;Others;24;0;Yes;Europe;Multi-center;Inpatients only;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,241758242;0,255319149;0,013560907;Moderate risk;;2;0;Moderate risk
p056;331;1;Geretsegger1995 (MY-060/BRL-029060/1);0;1990;1995;Paroxetine;44;R can come both from pub and unpub data but do not match;71;;;Flexible;Licensed;Yes;Investigational;HAMD21;26,8;6;13,6;Others;21;0;Yes;Europe;Multi-center;Inpatients only;No;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,227272727;0,014485514;Moderate risk;;2;0;Moderate risk
p059;332;2;DUAG1990;0;1990;1990;Clomipramine;58;R imputed from pub data and no or inadequate unpub data;;;;Fixed;Licensed;Unclear;Comparator;HAMD17;23,36;8;8,32;Others;31;1;No;Europe;Multi-center;Inpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,258333333;0,327586207;0,069252874;Moderate risk;;2;0;Moderate risk
p058;332;1;DUAG1990;0;1990;1990;Paroxetine;62;R imputed from pub data and no or inadequate unpub data;;;;Fixed;Licensed;Unclear;Investigational;HAMD17;23,12;8;13,12;Others;23;1;No;Europe;Multi-center;Inpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,193548387;0,064784946;Moderate risk;;2;0;Moderate risk
p067;335;2;Tignol1993 (29060/087);1;1991;1993;Fluoxetine;87;R can come both from pub and unpub data but do not match;45;13,2;;Fixed;Licensed;No;Comparator;MADRS;31,6;6;-16,85;Others;54;0;Yes;Europe;Multi-center;Inpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,329545455;0,379310345;0,04976489;Low risk;;2;0;Low risk
p066;335;1;Tignol1993 (29060/087);1;1991;1993;Paroxetine;89;R can come both from pub and unpub data but do not match;43;11,6;;Fixed;Licensed;Yes;investigational;MADRS;30,74;6;-16,76;Others;53;0;Yes;Europe;Multi-center;Inpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,280898876;0,048646578;Low risk;;2;0;Moderate risk
p069;336;2;Schoene1993 (Geretsegger1994 MY1021/BRC);1;1991;1993;Fluoxetine;52;R can come both from pub and unpub data but do not match;73,7;6,4;;Flexible;Licensed;No;Comparator;HAMD21;27,9;6;23;Others;8;0;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,169811321;0,173076923;0,003265602;Low risk;;2;0;Low risk
p068;336;1;Schoene1993 (Geretsegger1994 MY1021/BRC);1;1991;1993;Paroxetine;54;R can come both from pub and unpub data but do not match;74,3;6;;Flexible;Licensed;Yes;Investigational;HAMD21;29;6;22,4;Others;19;0;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,166666667;0,003144654;Low risk;;2;0;Moderate risk
